auc,accuracy,precision,recall,f1,business_cost,tn,fp,fn,tp,activation
0.7562071989110466,0.9187343501024356,0.4,0.013293051359516616,0.02573099415204678,49089,56438,99,4899,66,relu
0.7555306534816357,0.9181002243829469,0.40816326530612246,0.032225579053373615,0.05973492626470039,48282,56305,232,4805,160,tanh
0.770225695580901,0.9192383987512601,0.4951923076923077,0.020745216515609264,0.03982215348927121,48725,56432,105,4862,103,logistic
