threshold,auc,accuracy,precision,recall,f1,business_cost,tn,fp,fn,tp
0.5499999999999998,0.786635475336215,0.7777470651360932,0.2101758124667022,0.6356495468277945,0.3159001050998449,29950,44677,11860,1809,3156
0.5599999999999997,0.786635475336215,0.7853077948684596,0.21394347614748976,0.6205438066465256,0.31818651244449037,30160,45217,11320,1884,3081
0.5699999999999997,0.786635475336215,0.7938115833631426,0.21896853146853146,0.6054380664652568,0.3216177178623014,30312,45815,10722,1959,3006
0.5799999999999997,0.786635475336215,0.8004455139670255,0.22196012783442398,0.5875125881168177,0.3221958358645828,30705,46312,10225,2048,2917
0.5899999999999997,0.786635475336215,0.8072908198107379,0.22611946233993477,0.5726082578046324,0.32421028623560266,30950,46807,9730,2122,2843
0.5999999999999998,0.786635475336215,0.8144775779649442,0.23139118112861548,0.5591137965760322,0.3273198915222262,31111,47316,9221,2189,2776
0.6099999999999998,0.786635475336215,0.821420441611655,0.23656102258798808,0.5442094662638469,0.32977360102520287,31350,47817,8720,2263,2702
0.6199999999999998,0.786635475336215,0.8279242951448733,0.24148720780415978,0.5284994964753273,0.3315014844292843,31652,48295,8242,2341,2624
0.6299999999999997,0.786635475336215,0.8346232642840883,0.24811302496613122,0.5164149043303122,0.3351853062291653,31780,48767,7770,2401,2564
0.6399999999999997,0.786635475336215,0.8413547526909694,0.25370065789473684,0.49707955689828803,0.3359422854420472,32230,49277,7260,2497,2468
0.6499999999999997,0.786635475336215,0.8474846346460277,0.2594529802767789,0.4795568982880161,0.33672747843303635,32636,49741,6796,2584,2381
0.6599999999999997,0.786635475336215,0.8534681798965887,0.2662045060658579,0.46404833836858006,0.3383259911894273,32961,50186,6351,2661,2304
0.6699999999999997,0.786635475336215,0.8594679847809827,0.27324290998766954,0.4463242698892246,0.3389674952198853,33384,50643,5894,2749,2216
0.6799999999999997,0.786635475336215,0.8642483171278983,0.27795275590551183,0.42658610271903324,0.33659117997616206,33972,51035,5502,2847,2118
0.6899999999999997,0.786635475336215,0.8700530064062957,0.2858961663601641,0.4070493454179255,0.33588166860561736,34488,51489,5048,2944,2021
0.6999999999999996,0.786635475336215,0.8759877727553576,0.2964209238299174,0.3903323262839879,0.3369555768060506,34870,51937,4600,3027,1938
0.7099999999999996,0.786635475336215,0.8802803160872817,0.3024060646011866,0.36958710976837866,0.33263844829148914,35533,52304,4233,3130,1835
0.7199999999999996,0.786635475336215,0.8857272934213521,0.31390943532383186,0.3504531722054381,0.3311762466692045,36053,52734,3803,3225,1740
0.7299999999999996,0.786635475336215,0.8898572404149458,0.32302876149481513,0.332527693856999,0.32770940849543473,36600,53077,3460,3314,1651
0.7399999999999997,0.786635475336215,0.8938733699717082,0.33240343347639484,0.3119838872104733,0.3218701298701298,37271,53426,3111,3416,1549
0.7499999999999997,0.786635475336215,0.8976130857533088,0.3431464908148846,0.2934541792547835,0.31636087286939535,37869,53748,2789,3508,1457
0.7599999999999997,0.786635475336215,0.9008162336184189,0.35155636934344753,0.27069486404833837,0.30587164314974963,38689,54058,2479,3621,1344
0.7699999999999997,0.786635475336215,0.9044096126955221,0.36676384839650145,0.25337361530715,0.2997022036926742,39242,54365,2172,3707,1258
