mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,param_num_leaves,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
43.60398062070211,2.363070055621709,1.1342047850290935,0.11558522600513602,0.03,100,31,"{'learning_rate': 0.03, 'n_estimators': 100, 'num_leaves': 31}",0.7674186926751568,0.7637743982892853,0.7699226759882556,0.7670385889842327,0.0025243730281404642,8,0.7973279297954956,0.7982819446131344,0.7964856550174535,0.7973651764753612,0.0007338049533123538
50.90527923901876,0.6364728847258386,1.0792614618937175,0.10371599046283392,0.03,100,63,"{'learning_rate': 0.03, 'n_estimators': 100, 'num_leaves': 63}",0.7707043604934737,0.7675254700710283,0.7738137933016289,0.770681207955377,0.0025672494091462904,7,0.8293750882845613,0.8290929373893956,0.8281920504834951,0.828886692052484,0.0005045112908787604
62.92419449488322,0.858158990263745,1.5841885407765706,0.17829251177098362,0.03,200,31,"{'learning_rate': 0.03, 'n_estimators': 200, 'num_leaves': 31}",0.7790428825716765,0.7759778733429515,0.7815680031241896,0.7788629196796059,0.002285705977688736,4,0.8268276023873969,0.827386845819291,0.826354201292254,0.8268562164996472,0.00042206062389959527
85.32973861694336,2.8296598709495755,1.9494098822275798,0.2048773311783977,0.03,200,63,"{'learning_rate': 0.03, 'n_estimators': 200, 'num_leaves': 63}",0.7811548847557588,0.7789236189235075,0.7839421198518974,0.7813402078437212,0.0020529809833932816,3,0.8710103514142852,0.8708772465007953,0.8706563582577713,0.8708479853909505,0.0001459907488545524
44.93407781918844,1.998836395205261,1.1460713545481365,0.03346677390508832,0.05,100,31,"{'learning_rate': 0.05, 'n_estimators': 100, 'num_leaves': 31}",0.7760922114240932,0.7728008445363599,0.7787294241126176,0.7758741600243569,0.0024252386491092934,6,0.8179580466554486,0.8184952120585894,0.817771178816038,0.8180748125100253,0.00030690034503745974
49.367362101872764,1.9691322131922828,1.0949242909749348,0.09500029002087362,0.05,100,63,"{'learning_rate': 0.05, 'n_estimators': 100, 'num_leaves': 63}",0.7777184841661655,0.7762297305302034,0.7806129334280947,0.7781870493748212,0.0018198501636293321,5,0.8580415199398717,0.8580192981308992,0.857520514746202,0.8578604442723243,0.00024053761209120203
63.896478494008385,1.1125551676166439,1.673477570215861,0.21698489959441183,0.05,200,31,"{'learning_rate': 0.05, 'n_estimators': 200, 'num_leaves': 31}",0.7822297324539398,0.7799642802207585,0.7841086755615811,0.7821008960787598,0.0016943931645155056,1,0.8521756487087945,0.8531805512034626,0.8523132956604271,0.852556498524228,0.00044483553565205963
82.08643825848897,4.740932423436668,1.76849365234375,0.13851726136407203,0.05,200,63,"{'learning_rate': 0.05, 'n_estimators': 200, 'num_leaves': 63}",0.7811148069117608,0.7806282298233506,0.7829071118316133,0.7815500495222416,0.0009799329566793494,2,0.9069403388039086,0.9072123203796808,0.9067427450686015,0.9069651347507303,0.00019250345871851902
